num__customer_id,num__past_3_years_bike_related_purchases,num__tenure,cat__first_name,cat__last_name,cat__gender,cat__job_title,cat__job_industry_category,cat__wealth_segment,cat__deceased_indicator,cat__owns_car,cat__DOB
2222.0,20.0,14.0,Caroline,Grabban,F,Professor,Financial Services,Mass Customer,N,No,1974-08-26 00:00:00
2223.0,38.0,12.0,Sarita,Georgiev,F,Professor,Health,Mass Customer,N,No,1981-01-29 00:00:00
2224.0,3.0,4.0,Sydel,Seccombe,F,Budget/Accounting Analyst III,Retail,High Net Worth,N,Yes,1998-08-18 00:00:00
2225.0,45.0,19.0,Christina,Easum,F,Occupational Therapist,Health,Affluent Customer,N,No,1988-04-02 00:00:00
2226.0,10.0,11.0,Hedvig,Flatt,F,Biostatistician II,Entertainment,Mass Customer,N,No,1955-07-22 00:00:00
2227.0,45.0,9.0,Duff,Kemble,M,Systems Administrator I,Property,Affluent Customer,N,Yes,1976-07-16 00:00:00
2228.0,12.0,9.0,Rosita,Soppeth,F,Geological Engineer,Manufacturing,High Net Worth,N,No,1956-03-09 00:00:00
2229.0,76.0,7.0,Linette,Gotmann,F,Cost Accountant,Financial Services,Affluent Customer,N,Yes,1959-04-10 00:00:00
2230.0,53.0,19.0,Gertruda,Shrimpling,F,unkown,unkown,Mass Customer,N,No,1977-12-22 00:00:00
2231.0,68.0,13.0,Rasla,Landreth,F,Accounting Assistant II,unkown,Mass Customer,N,No,1959-09-25 00:00:00
2232.0,69.0,11.0,Nev,Malone,M,Help Desk Technician,unkown,Mass Customer,N,Yes,1990-05-07 00:00:00
2233.0,49.0,8.0,Cassi,Killingworth,F,Sales Associate,unkown,Mass Customer,N,Yes,1973-09-04 00:00:00
2234.0,48.0,18.0,Dylan,Hanvey,M,Electrical Engineer,Manufacturing,Mass Customer,N,No,1986-09-09 00:00:00
2235.0,75.0,16.0,Maxine,Cauldwell,F,Social Worker,Health,Affluent Customer,N,No,1979-10-02 00:00:00
2236.0,0.0,13.0,Arin,Crickmoor,M,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,1968-04-16 00:00:00
2237.0,83.0,9.0,Julia,Walden,F,unkown,unkown,Mass Customer,N,Yes,1969-06-26 00:00:00
2238.0,96.0,14.0,Nata,Plinck,F,Director of Sales,Retail,Mass Customer,N,Yes,1978-09-14 00:00:00
2239.0,0.0,8.0,Jocelyne,Pasquale,F,Associate Professor,Property,High Net Worth,N,Yes,1960-01-11 00:00:00
2240.0,4.0,16.0,Niall,Hallifax,M,Automation Specialist III,Manufacturing,High Net Worth,N,Yes,1969-07-25 00:00:00
2241.0,45.0,10.0,Augy,Jerrems,M,Paralegal,Financial Services,High Net Worth,N,No,1975-02-23 00:00:00
2242.0,25.0,21.0,Elsy,Springell,F,VP Sales,unkown,Mass Customer,N,Yes,1977-09-24 00:00:00
2243.0,76.0,7.0,Lena,Cronshaw,F,Business Systems Development Analyst,unkown,Affluent Customer,N,Yes,1976-08-28 00:00:00
2244.0,97.0,5.0,Sidney,Cargon,M,Software Test Engineer III,Manufacturing,Mass Customer,N,No,1972-05-10 00:00:00
2245.0,11.0,3.0,Elsinore,Banbrook,F,Marketing Manager,Argiculture,Mass Customer,N,No,1980-04-21 00:00:00
2246.0,16.0,13.0,Giraldo,Lacer,M,Database Administrator III,unkown,Mass Customer,N,Yes,1979-01-24 00:00:00
2247.0,17.0,1.0,Gweneth,Wilkins,F,Teacher,Retail,High Net Worth,N,Yes,1995-01-20 00:00:00
2248.0,33.0,1.0,Helsa,Grandisson,F,Software Engineer I,Manufacturing,Mass Customer,N,No,1996-05-23 00:00:00
2249.0,7.0,5.0,Kiele,Caghan,F,unkown,Financial Services,Mass Customer,N,No,1996-11-11 00:00:00
2250.0,72.0,7.0,De witt,Gleave,M,unkown,Telecommunications,High Net Worth,N,No,1992-06-26 00:00:00
2251.0,68.0,19.0,Leslie,Shotboult,M,unkown,Property,High Net Worth,N,No,1959-08-19 00:00:00
2252.0,31.0,10.65704063378482,Darcey,Annis,U,Teacher,IT,High Net Worth,N,Yes,unkown
2253.0,28.0,13.0,Gracie,Kubacki,F,Office Assistant I,Manufacturing,Affluent Customer,N,Yes,1959-02-08 00:00:00
2254.0,36.0,18.0,Ann,Beek,F,Programmer Analyst II,Health,Affluent Customer,N,No,1955-10-21 00:00:00
2255.0,92.0,5.0,Iorgo,Krol,M,Dental Hygienist,Health,Affluent Customer,N,Yes,1992-07-11 00:00:00
2256.0,28.0,15.0,Mara,Rosterne,F,Marketing Manager,Retail,Mass Customer,N,No,1978-02-26 00:00:00
2257.0,27.0,15.0,Siward,Corradino,M,Librarian,Entertainment,Mass Customer,N,No,1977-10-13 00:00:00
2258.0,63.0,7.0,Cathy,Powter,F,Account Executive,Retail,High Net Worth,N,No,1974-03-21 00:00:00
2259.0,83.0,2.0,Leanora,Calbert,F,Environmental Specialist,unkown,Affluent Customer,N,No,1999-07-02 00:00:00
2260.0,38.0,11.0,Jarad,Barthropp,M,Administrative Assistant IV,Argiculture,High Net Worth,N,No,1967-02-09 00:00:00
2261.0,81.0,13.0,Gerome,Monshall,M,Account Representative II,Health,Mass Customer,N,Yes,1980-09-21 00:00:00
2262.0,90.0,2.0,Nyssa,Banister,F,Pharmacist,Health,Mass Customer,N,Yes,1984-04-21 00:00:00
2263.0,79.0,21.0,Lois,Sorel,F,Professor,Argiculture,Mass Customer,N,Yes,1987-02-06 00:00:00
2264.0,18.0,9.0,Tony,Shirley,F,Occupational Therapist,Health,Affluent Customer,N,No,1972-07-17 00:00:00
2265.0,55.0,5.0,Brendan,Vicent,M,unkown,Property,Mass Customer,N,Yes,1980-07-29 00:00:00
2266.0,74.0,1.0,Jeth,Tomes,M,unkown,Retail,High Net Worth,N,No,1998-10-11 00:00:00
2267.0,78.0,14.0,Andrei,Mulchrone,F,Business Systems Development Analyst,unkown,Affluent Customer,N,No,1964-04-28 00:00:00
2268.0,66.0,19.0,Wilhelmina,Gothup,F,Pharmacist,Health,Mass Customer,N,No,1965-10-07 00:00:00
2269.0,33.0,9.0,Beitris,Lamy,F,Product Engineer,unkown,Mass Customer,N,No,1989-11-11 00:00:00
2270.0,50.0,9.0,Augustus,Edleston,M,Information Systems Manager,Retail,Affluent Customer,N,No,1966-09-28 00:00:00
2271.0,96.0,18.0,King,Hoston,M,unkown,Telecommunications,Mass Customer,N,Yes,1974-03-26 00:00:00
2272.0,82.0,1.0,Grete,Hindenburg,F,Internal Auditor,Manufacturing,Mass Customer,N,No,1994-12-21 00:00:00
2273.0,71.0,9.0,Rhetta,Lambrook,F,Assistant Professor,unkown,Mass Customer,N,Yes,1964-08-04 00:00:00
2274.0,15.0,13.0,Nada,Reinert,F,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,1979-11-26 00:00:00
2275.0,77.0,8.0,Ursulina,Carter,F,Human Resources Assistant II,Financial Services,High Net Worth,N,Yes,1992-07-19 00:00:00
2276.0,90.0,12.0,Stormy,Caveney,F,Desktop Support Technician,unkown,Mass Customer,N,Yes,1985-10-06 00:00:00
2277.0,44.0,7.0,Gillie,Ruben,F,Cost Accountant,Financial Services,High Net Worth,N,Yes,1963-08-22 00:00:00
2278.0,11.0,8.0,Gerri,Heliet,M,Product Engineer,Health,Affluent Customer,N,Yes,1977-09-25 00:00:00
2279.0,42.0,3.0,Garrett,Szymon,M,Human Resources Assistant II,Health,Mass Customer,N,No,1979-03-19 00:00:00
2280.0,93.0,9.0,Wrennie,Alexandersson,F,Budget/Accounting Analyst I,unkown,Mass Customer,N,No,1960-11-18 00:00:00
2281.0,56.0,14.0,Valaria,Abrehart,F,unkown,unkown,High Net Worth,N,Yes,1989-05-10 00:00:00
2282.0,81.0,7.0,Dominic,Gregoletti,M,Senior Financial Analyst,Financial Services,Affluent Customer,N,Yes,1957-02-25 00:00:00
2283.0,44.0,16.0,Gaspar,Janaway,M,Software Consultant,unkown,High Net Worth,N,No,1954-02-08 00:00:00
2284.0,83.0,14.0,Ola,Lenoir,F,Staff Accountant IV,Telecommunications,High Net Worth,N,No,1974-02-16 00:00:00
2285.0,71.0,5.0,Maritsa,Bellison,F,Quality Control Specialist,Health,High Net Worth,N,No,1973-10-27 00:00:00
2286.0,20.0,5.0,Katuscha,Sapsed,F,Staff Scientist,Manufacturing,High Net Worth,N,No,1995-06-02 00:00:00
2287.0,53.0,20.0,Gisela,Partener,F,Human Resources Assistant I,Telecommunications,High Net Worth,N,No,1974-04-22 00:00:00
2288.0,63.0,8.0,Cirillo,Hook,M,Staff Scientist,Manufacturing,High Net Worth,N,No,1964-05-04 00:00:00
2289.0,97.0,13.0,Kissie,Steanson,F,Research Nurse,Health,Affluent Customer,N,Yes,1980-09-25 00:00:00
2290.0,18.0,5.0,Myca,Standley,M,Account Executive,Manufacturing,Mass Customer,N,Yes,1981-03-10 00:00:00
2291.0,67.0,4.0,Guido,Meynell,M,Accountant IV,Manufacturing,Affluent Customer,N,Yes,1971-04-13 00:00:00
2292.0,17.0,2.0,Christie,MacClure,F,Research Nurse,Health,Mass Customer,N,Yes,1998-06-02 00:00:00
2293.0,70.0,16.0,Engracia,Newcom,F,Financial Advisor,Financial Services,Affluent Customer,N,No,1958-03-07 00:00:00
2294.0,25.0,21.0,Skipton,Cordie,M,Associate Professor,Manufacturing,Mass Customer,N,No,1987-06-16 00:00:00
2295.0,35.0,10.65704063378482,Farris,Hazelby,U,Internal Auditor,IT,Mass Customer,N,Yes,unkown
2296.0,16.0,1.0,Nathalia,Sanger,F,Geologist IV,Retail,Affluent Customer,N,No,2002-01-01 00:00:00
2297.0,16.0,19.0,Pauletta,Taffee,F,Geological Engineer,Manufacturing,Affluent Customer,N,Yes,1971-11-27 00:00:00
2298.0,64.0,5.0,Brigham,Vyse,M,Environmental Tech,Property,Mass Customer,N,Yes,1997-10-28 00:00:00
2299.0,11.0,7.0,Mahmoud,Dagworthy,M,Computer Systems Analyst I,Property,High Net Worth,N,Yes,1986-10-21 00:00:00
2300.0,20.0,3.0,Cary,Cockerham,M,unkown,Financial Services,Mass Customer,N,Yes,1998-09-26 00:00:00
2301.0,66.0,19.0,Ken,Vashchenko,M,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,1966-10-30 00:00:00
2302.0,43.0,4.0,Loraine,Beamish,F,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,1999-01-09 00:00:00
2303.0,22.0,4.0,Alair,Combe,M,Database Administrator IV,Retail,Mass Customer,N,Yes,1993-04-13 00:00:00
2304.0,65.0,11.0,Shelia,Bellew,F,unkown,unkown,Mass Customer,N,Yes,1957-06-01 00:00:00
2305.0,91.0,13.0,Aeriell,Greeding,F,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,1984-07-09 00:00:00
2306.0,98.0,9.0,Hilary,Tregunna,F,Paralegal,Financial Services,High Net Worth,N,Yes,1960-04-19 00:00:00
2307.0,57.0,13.0,Corina,Shadwick,F,Desktop Support Technician,Retail,High Net Worth,N,Yes,1978-06-28 00:00:00
2308.0,52.0,17.0,Nancey,Hastie,F,Paralegal,Financial Services,Mass Customer,N,Yes,1963-03-19 00:00:00
2309.0,40.0,14.0,Herc,McIlhone,M,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,1985-01-13 00:00:00
2310.0,12.0,11.0,Jed,Humpherston,M,Executive Secretary,unkown,High Net Worth,N,Yes,1970-02-10 00:00:00
2311.0,49.0,16.0,Addi,unkown,F,Design Engineer,Health,Mass Customer,N,No,1989-02-15 00:00:00
2312.0,72.0,18.0,Ronnica,Grebner,F,Assistant Manager,Manufacturing,Mass Customer,N,No,1979-08-10 00:00:00
2313.0,54.0,12.0,Christa,Pauley,F,Chemical Engineer,Manufacturing,Mass Customer,N,No,1966-07-10 00:00:00
2314.0,59.0,7.0,Ravid,Lapenna,M,Registered Nurse,Health,High Net Worth,N,Yes,1993-12-22 00:00:00
2315.0,25.0,8.0,Pernell,MacCheyne,M,Community Outreach Specialist,Financial Services,Affluent Customer,N,No,1994-03-01 00:00:00
2316.0,79.0,11.0,Vernen,Bourgaize,M,Computer Systems Analyst IV,Financial Services,Affluent Customer,N,Yes,1978-03-21 00:00:00
2317.0,97.0,16.0,Alwin,Cuberley,M,Tax Accountant,Health,Mass Customer,N,Yes,1976-12-07 00:00:00
2318.0,30.0,6.0,Willa,Malyan,F,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,1988-03-01 00:00:00
2319.0,63.0,18.0,David,Darrigrand,M,Librarian,Entertainment,High Net Worth,N,No,1985-05-03 00:00:00
2320.0,14.0,16.0,Kaylyn,Throssell,F,Senior Developer,Manufacturing,Affluent Customer,N,No,1965-12-21 00:00:00
2321.0,27.0,20.0,Libbi,Freeberne,F,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,1980-03-25 00:00:00
2322.0,72.0,2.0,Hazlett,Rosenschein,M,Biostatistician III,Health,Mass Customer,N,Yes,1992-05-24 00:00:00
2323.0,2.0,13.0,Adair,Piser,M,Desktop Support Technician,Property,High Net Worth,N,No,1988-04-30 00:00:00
2324.0,44.0,16.0,Jerrold,Robben,M,Sales Associate,Manufacturing,Mass Customer,N,Yes,1966-08-05 00:00:00
2325.0,50.0,12.0,Emmett,Whatsize,M,Database Administrator IV,Retail,High Net Worth,N,Yes,1964-01-06 00:00:00
2326.0,64.0,14.0,Trev,Boothebie,M,Programmer Analyst I,Retail,High Net Worth,N,No,1966-06-22 00:00:00
2327.0,19.0,6.0,Alie,Sowle,F,Budget/Accounting Analyst II,unkown,Affluent Customer,N,No,1963-04-05 00:00:00
2328.0,63.0,8.0,Gayler,Shackle,M,Dental Hygienist,Health,Mass Customer,N,Yes,1986-06-03 00:00:00
2329.0,7.0,20.0,Donny,Stiven,F,Computer Systems Analyst II,IT,Affluent Customer,N,No,1957-12-19 00:00:00
2330.0,5.0,9.0,Claresta,Bonnor,F,Account Coordinator,Property,Mass Customer,N,No,1990-01-17 00:00:00
2331.0,48.0,10.0,Marybelle,Antal,F,Database Administrator III,Financial Services,Mass Customer,N,Yes,1963-04-11 00:00:00
2332.0,99.0,10.0,Jeff,Goodere,M,Developer III,Property,High Net Worth,N,Yes,1977-04-20 00:00:00
2333.0,82.0,10.0,Ives,Adolfson,M,Structural Analysis Engineer,Financial Services,Mass Customer,N,Yes,1966-04-19 00:00:00
2334.0,30.0,5.0,Zebulen,Hefford,M,Food Chemist,Health,Affluent Customer,N,No,1996-03-16 00:00:00
2335.0,42.0,10.65704063378482,Payton,Sheach,U,Account Executive,IT,Mass Customer,N,No,unkown
2336.0,59.0,17.0,Karney,Labrone,M,Dental Hygienist,Health,Affluent Customer,N,No,1978-01-19 00:00:00
2337.0,47.0,1.0,Odilia,Bick,F,Programmer Analyst II,Health,Mass Customer,N,No,2000-01-11 00:00:00
2338.0,13.0,5.0,Clarie,Hackworth,F,Programmer Analyst IV,Manufacturing,Mass Customer,N,No,1986-11-28 00:00:00
2339.0,3.0,16.0,Damien,Haddeston,M,Web Designer II,Property,Affluent Customer,N,Yes,1958-12-28 00:00:00
2340.0,33.0,16.0,Joachim,Amer,M,Research Assistant IV,Health,Mass Customer,N,Yes,1978-03-29 00:00:00
2341.0,41.0,10.65704063378482,Caterina,Scedall,U,Web Designer II,IT,Mass Customer,N,Yes,unkown
2342.0,87.0,2.0,Clara,Jakel,F,unkown,unkown,Mass Customer,N,No,1999-09-17 00:00:00
2343.0,6.0,5.0,Wilhelm,Corteis,M,Nurse Practicioner,Argiculture,High Net Worth,N,Yes,1959-03-24 00:00:00
2344.0,93.0,7.0,Wat,Robelin,M,Nurse,Financial Services,Mass Customer,N,Yes,1993-03-04 00:00:00
2345.0,50.0,3.0,Arden,Godard,F,Systems Administrator I,Retail,Affluent Customer,N,Yes,1986-07-15 00:00:00
2346.0,89.0,4.0,Joey,Scheffler,M,Information Systems Manager,unkown,Mass Customer,N,Yes,1979-09-16 00:00:00
2347.0,79.0,11.0,L;urette,Annott,F,Programmer Analyst I,unkown,High Net Worth,N,No,1957-03-04 00:00:00
2348.0,2.0,16.0,Keeley,Winslet,F,Web Designer IV,Manufacturing,Mass Customer,N,No,1957-11-07 00:00:00
2349.0,23.0,3.0,Julee,Garwell,F,Executive Secretary,Telecommunications,High Net Worth,N,No,1979-03-05 00:00:00
2350.0,32.0,14.0,Lorinda,Malpass,F,Nurse Practicioner,unkown,Mass Customer,N,Yes,1959-03-17 00:00:00
2351.0,35.0,10.0,Felicity,Beirne,F,Assistant Professor,Retail,Affluent Customer,N,Yes,1992-03-15 00:00:00
2352.0,76.0,13.0,Cilka,Dabbes,F,Statistician II,unkown,Mass Customer,N,Yes,1971-10-22 00:00:00
2353.0,93.0,12.0,Lyn,Luquet,M,Health Coach IV,Health,Affluent Customer,N,Yes,1978-12-27 00:00:00
2354.0,99.0,17.0,Tammie,Fisbey,F,Product Engineer,Retail,Mass Customer,N,No,1958-12-19 00:00:00
2355.0,87.0,4.0,Shaughn,unkown,M,Operator,Manufacturing,Mass Customer,N,Yes,1993-12-19 00:00:00
2356.0,58.0,3.0,Arluene,Manchester,F,Geological Engineer,Manufacturing,Affluent Customer,N,No,1994-12-17 00:00:00
2357.0,39.0,6.0,Lisette,Mingardi,F,Civil Engineer,Manufacturing,Mass Customer,N,No,1962-10-15 00:00:00
2358.0,26.0,15.0,Ave,Peatt,M,Senior Sales Associate,Retail,High Net Worth,N,Yes,1959-05-01 00:00:00
2359.0,80.0,7.0,Merlina,Bream,F,Mechanical Systems Engineer,Property,High Net Worth,N,Yes,1986-03-25 00:00:00
2360.0,0.0,5.0,Karleen,McGenn,F,VP Accounting,Financial Services,High Net Worth,N,Yes,1974-11-03 00:00:00
2361.0,55.0,20.0,Jeannette,Cerman,F,Help Desk Operator,unkown,High Net Worth,N,Yes,1954-11-28 00:00:00
2362.0,49.0,19.0,Herbie,Machans,M,Developer II,Financial Services,Affluent Customer,N,Yes,1972-06-05 00:00:00
2363.0,92.0,16.0,Bobby,Farmiloe,M,Nurse,Entertainment,Mass Customer,N,Yes,1983-12-30 00:00:00
2364.0,19.0,13.0,Fielding,Linklater,M,Speech Pathologist,unkown,Mass Customer,N,Yes,1995-09-22 00:00:00
2365.0,2.0,3.0,Lauretta,Furmonger,F,Structural Analysis Engineer,Argiculture,Mass Customer,N,Yes,1998-10-18 00:00:00
2366.0,51.0,15.0,Idette,Mapam,F,Web Designer I,Health,Mass Customer,N,Yes,1975-06-15 00:00:00
2367.0,40.0,16.0,Lorne,Sabin,M,Electrical Engineer,Manufacturing,Mass Customer,N,Yes,1957-05-22 00:00:00
2368.0,98.0,10.0,Rowe,Losbie,F,Chemical Engineer,Manufacturing,Mass Customer,N,No,1993-01-22 00:00:00
2369.0,80.0,1.0,Averyl,Gosz,F,Financial Analyst,Financial Services,Mass Customer,N,Yes,1996-10-28 00:00:00
2370.0,35.0,7.0,Juliane,Calltone,F,Analyst Programmer,Property,High Net Worth,N,No,1996-03-19 00:00:00
2371.0,22.0,8.0,Rory,Lokier,F,Staff Scientist,Manufacturing,High Net Worth,N,Yes,1966-11-18 00:00:00
2372.0,14.0,10.0,Jim,Shoppee,M,Clinical Specialist,Health,Affluent Customer,N,No,1977-09-10 00:00:00
2373.0,51.0,16.0,Cordy,Readshall,F,Structural Engineer,Manufacturing,High Net Worth,N,Yes,1982-05-22 00:00:00
2374.0,6.0,9.0,Dolf,Baudichon,M,Design Engineer,Financial Services,Mass Customer,N,No,1993-06-15 00:00:00
2375.0,21.0,8.0,Alika,Milbourne,F,Sales Representative,Retail,Affluent Customer,N,No,1987-03-17 00:00:00
2376.0,84.0,12.0,Eada,Narbett,F,Community Outreach Specialist,unkown,High Net Worth,N,Yes,1958-10-23 00:00:00
2377.0,29.0,2.0,Kristien,Dunne,F,Analog Circuit Design manager,IT,High Net Worth,N,No,1998-10-02 00:00:00
2378.0,41.0,1.0,Aggi,Farncombe,F,Research Assistant II,Manufacturing,Affluent Customer,N,No,1994-04-25 00:00:00
2379.0,85.0,15.0,Trixie,Piscopiello,F,Occupational Therapist,Health,Affluent Customer,N,Yes,1981-05-05 00:00:00
2380.0,44.0,15.0,Merissa,Milella,F,Technical Writer,Retail,Mass Customer,N,Yes,1956-04-09 00:00:00
2381.0,91.0,5.0,Dulsea,Pladen,F,Programmer I,Argiculture,Affluent Customer,N,Yes,1973-02-12 00:00:00
2382.0,79.0,4.0,Turner,Huggens,M,Accounting Assistant III,Retail,Mass Customer,N,Yes,1971-07-05 00:00:00
2383.0,34.0,15.0,Zaria,Eberz,F,Compensation Analyst,Financial Services,Mass Customer,N,No,1978-09-15 00:00:00
2384.0,96.0,6.0,Garey,Letrange,M,Operator,Health,High Net Worth,N,Yes,1961-07-16 00:00:00
2385.0,70.0,8.0,Gaultiero,Lissenden,M,Dental Hygienist,Health,Mass Customer,N,No,1958-12-17 00:00:00
2386.0,93.0,2.0,Adrianne,Lowerson,F,Compensation Analyst,Financial Services,Mass Customer,N,No,1997-07-06 00:00:00
2387.0,33.0,9.0,Roy,Jone,M,Nurse,unkown,High Net Worth,N,Yes,1977-08-30 00:00:00
2388.0,84.0,1.0,Quincy,Weben,M,Cost Accountant,Financial Services,Mass Customer,N,No,1997-05-28 00:00:00
2389.0,18.0,7.0,Sibyl,Gudge,M,Desktop Support Technician,Retail,High Net Worth,N,No,1973-12-28 00:00:00
2390.0,48.0,12.0,Tonya,Nealand,F,Legal Assistant,Property,Mass Customer,N,No,1964-05-06 00:00:00
2391.0,72.0,14.0,Corny,Millott,F,Nurse Practicioner,Health,Mass Customer,N,No,1961-04-22 00:00:00
2392.0,48.0,2.0,Isadora,Gronaller,F,Marketing Assistant,Manufacturing,Affluent Customer,N,No,2001-01-11 00:00:00
2393.0,68.0,11.0,Dorian,Colledge,F,Registered Nurse,Health,High Net Worth,N,Yes,1981-06-21 00:00:00
2394.0,31.0,7.0,Ferne,Reese,F,GIS Technical Architect,unkown,Mass Customer,N,Yes,1995-11-12 00:00:00
2395.0,23.0,16.0,Ashlin,Kesby,M,Executive Secretary,unkown,High Net Worth,N,No,1966-02-26 00:00:00
2396.0,40.0,7.0,Elmira,Wildblood,F,Recruiter,Retail,Affluent Customer,N,Yes,1973-08-02 00:00:00
2397.0,33.0,4.0,Cassius,Birchenough,M,Analyst Programmer,Retail,Affluent Customer,N,Yes,1985-06-10 00:00:00
2398.0,6.0,1.0,Mirelle,unkown,F,Administrative Assistant IV,Financial Services,High Net Worth,N,Yes,2000-10-11 00:00:00
2399.0,20.0,14.0,Devonne,McPolin,F,Software Consultant,Manufacturing,High Net Worth,N,Yes,1980-06-11 00:00:00
2400.0,73.0,22.0,Lindsay,Stollsteiner,M,Office Assistant III,Property,Mass Customer,N,Yes,1978-02-28 00:00:00
2401.0,7.0,15.0,Drake,Riguard,M,Staff Scientist,unkown,Mass Customer,N,Yes,1977-07-31 00:00:00
2402.0,99.0,8.0,Merrielle,Strafen,F,Cost Accountant,Financial Services,Mass Customer,N,Yes,1957-06-07 00:00:00
2403.0,41.0,12.0,Karalee,Tremlett,F,Technical Writer,Financial Services,Affluent Customer,N,No,1977-10-25 00:00:00
2404.0,13.0,6.0,Conney,Grouse,M,Graphic Designer,Retail,Mass Customer,N,No,1960-03-14 00:00:00
2405.0,16.0,18.0,Quintana,Merricks,F,Structural Analysis Engineer,unkown,Mass Customer,N,No,1957-07-28 00:00:00
2406.0,34.0,9.0,Randal,Messager,M,Executive Secretary,unkown,Affluent Customer,N,Yes,1973-06-11 00:00:00
2407.0,24.0,6.0,Merrily,unkown,F,unkown,Financial Services,High Net Worth,N,Yes,1959-03-30 00:00:00
2408.0,38.0,16.0,Celestia,unkown,F,VP Marketing,Health,Mass Customer,N,No,1955-10-10 00:00:00
2409.0,23.0,12.0,Carolan,Ortler,F,unkown,Health,Mass Customer,N,No,1989-07-13 00:00:00
2410.0,75.0,21.0,Eugenia,Verey,F,Geological Engineer,Manufacturing,Mass Customer,N,Yes,1974-08-24 00:00:00
2411.0,0.0,13.0,Casey,McDade,M,Technical Writer,Financial Services,High Net Worth,N,No,1964-05-27 00:00:00
2412.0,77.0,8.0,Tiffi,Havercroft,F,Chemical Engineer,Manufacturing,Affluent Customer,N,No,1981-05-26 00:00:00
2413.0,27.0,17.0,Abbey,Murrow,M,Environmental Specialist,Manufacturing,High Net Worth,N,Yes,1943-08-11 00:00:00
2414.0,18.0,10.65704063378482,Basile,Bowlas,U,Registered Nurse,Health,Mass Customer,N,Yes,unkown
2415.0,56.0,3.0,Tanner,Harp,M,Web Designer II,Manufacturing,Mass Customer,N,No,1978-11-05 00:00:00
2416.0,19.0,16.0,Eberhard,Shalcras,M,Office Assistant I,Health,Affluent Customer,N,No,1959-12-29 00:00:00
2417.0,27.0,22.0,Cacilia,Swetland,F,Nurse,unkown,Affluent Customer,N,No,1974-06-24 00:00:00
2418.0,82.0,13.0,Elspeth,Brazil,F,Software Engineer III,Property,Mass Customer,N,Yes,1970-04-05 00:00:00
2419.0,96.0,9.0,Aron,Karlsen,M,Physical Therapy Assistant,Property,High Net Worth,N,No,1978-07-04 00:00:00
2420.0,10.0,16.0,Celie,Guyers,F,Staff Scientist,Financial Services,High Net Worth,N,No,1976-08-26 00:00:00
2421.0,54.0,13.0,Marilee,Garbott,F,Research Nurse,Health,Affluent Customer,N,Yes,1954-08-16 00:00:00
2422.0,96.0,13.0,Crysta,Woliter,F,Librarian,Entertainment,High Net Worth,N,No,1978-11-30 00:00:00
2423.0,49.0,20.0,Lenci,Symcox,M,Professor,IT,Mass Customer,N,Yes,1981-02-20 00:00:00
2424.0,17.0,15.0,Loren,Batkin,M,unkown,unkown,Affluent Customer,N,Yes,1982-01-06 00:00:00
2425.0,32.0,11.0,Barn,Sainsberry,M,Help Desk Technician,unkown,Mass Customer,N,Yes,1976-03-19 00:00:00
2426.0,64.0,10.65704063378482,Yancy,Ovett,U,unkown,IT,Affluent Customer,N,Yes,unkown
2427.0,20.0,2.0,Myrta,Whibley,F,Senior Developer,unkown,High Net Worth,N,Yes,1998-10-15 00:00:00
2428.0,74.0,9.0,Pauly,Keightley,M,Help Desk Operator,unkown,Mass Customer,N,Yes,1968-07-26 00:00:00
2429.0,54.0,3.0,Emeline,Baldi,F,Assistant Professor,Manufacturing,Mass Customer,N,Yes,1980-11-11 00:00:00
2430.0,38.0,5.0,Humbert,Dikles,M,Quality Engineer,unkown,Mass Customer,N,No,1968-09-06 00:00:00
2431.0,15.0,2.0,Alvy,Tyndall,M,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,1999-12-24 00:00:00
2432.0,67.0,5.0,Ebba,Melhuish,F,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,1981-02-21 00:00:00
2433.0,38.0,8.0,Burty,Strutz,M,Nurse Practicioner,unkown,High Net Worth,N,Yes,1976-07-19 00:00:00
2434.0,40.0,18.0,Lenci,Soars,M,Environmental Specialist,unkown,Affluent Customer,N,No,1956-11-17 00:00:00
2435.0,69.0,14.0,Orly,Ceney,F,Account Coordinator,Manufacturing,Mass Customer,N,No,1961-08-12 00:00:00
2436.0,37.0,4.0,Jaymie,Wellesley,M,Help Desk Technician,IT,Mass Customer,N,No,1986-03-21 00:00:00
2437.0,90.0,18.0,Simonette,Cressingham,F,Marketing Manager,Financial Services,Mass Customer,N,Yes,1977-05-01 00:00:00
2438.0,76.0,4.0,Lorianne,Ethersey,F,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,1983-01-29 00:00:00
2439.0,44.0,15.0,Shelly,Yakebovitch,F,unkown,Manufacturing,Affluent Customer,N,No,1967-10-02 00:00:00
2440.0,17.0,8.0,Lethia,Juanes,F,Engineer II,Manufacturing,Affluent Customer,N,No,1959-09-21 00:00:00
